user_id,user_gender,country,age_group,traveller_type,join_date
587,Female,Brazil,45-54,Solo,23-02-2022
588,Male,United States,18-24,Solo,26-05-2022
589,Female,Germany,45-54,Business,07-09-2023
590,Other,Australia,45-54,Business,28-11-2024
591,Female,United Kingdom,25-34,Couple,17-10-2022
592,Female,United Arab Emirates,45-54,Couple,10-11-2022
593,Male,Japan,35-44,Couple,08-09-2024
594,Male,China,25-34,Business,28-09-2024
595,Male,Russia,35-44,Family,25-06-2024
596,Male,France,25-34,Couple,13-10-2022
597,Female,Spain,55+,Business,28-10-2021
598,Male,United Kingdom,25-34,Solo,29-03-2025
599,Female,United Arab Emirates,25-34,Business,08-02-2021
600,Male,United States,18-24,Business,11-02-2021
601,Female,United Arab Emirates,35-44,Business,07-07-2024
602,Male,China,35-44,Couple,18-06-2023
603,Male,China,25-34,Business,28-03-2023
604,Male,United States,18-24,Business,24-12-2024
605,Male,Germany,35-44,Couple,26-03-2021
606,Other,Japan,25-34,Business,19-01-2021
607,Other,Germany,35-44,Business,29-05-2024
608,Male,India,35-44,Solo,04-09-2020
609,Other,Spain,35-44,Business,03-06-2024
610,Female,China,25-34,Couple,02-04-2022
611,Female,United States,35-44,Family,17-04-2022
612,Male,United States,18-24,Family,10-10-2023
613,Female,Brazil,35-44,Family,18-05-2023
614,Male,United Kingdom,25-34,Couple,22-04-2021
615,Female,Italy,35-44,Couple,15-09-2022
616,Other,United States,35-44,Business,13-07-2023
617,Other,Turkey,25-34,Business,08-02-2024
618,Male,France,35-44,Family,31-01-2023
619,Female,France,25-34,Family,26-05-2024
620,Other,United Kingdom,55+,Family,20-11-2020
621,Male,France,55+,Couple,05-08-2023
622,Female,Australia,18-24,Business,23-03-2025
623,Female,United Kingdom,35-44,Family,18-06-2021
624,Male,United States,45-54,Couple,30-09-2021
625,Male,Italy,25-34,Family,06-02-2025
626,Female,Russia,35-44,Solo,07-05-2024
627,Other,United States,45-54,Solo,07-11-2021
628,Female,South Korea,35-44,Family,19-10-2024
629,Male,Brazil,55+,Solo,22-06-2021
630,Female,United States,35-44,Couple,04-12-2023
631,Male,India,45-54,Business,31-05-2021
632,Female,France,25-34,Couple,20-09-2024
633,Female,United States,25-34,Family,25-12-2023
634,Female,Brazil,35-44,Couple,02-01-2023
635,Male,Turkey,35-44,Solo,30-04-2025
636,Other,Italy,55+,Business,04-04-2022
637,Female,Australia,25-34,Business,10-07-2023
638,Male,France,45-54,Couple,18-02-2025
639,Male,Thailand,35-44,Couple,05-01-2021
640,Male,Germany,25-34,Couple,20-01-2024
641,Male,Spain,35-44,Couple,27-08-2020
642,Male,Germany,25-34,Family,14-06-2024
643,Female,New Zealand,18-24,Business,25-08-2020
644,Female,Thailand,35-44,Business,24-05-2021
645,Male,South Africa,55+,Couple,01-06-2022
646,Male,United States,18-24,Business,15-03-2024
647,Female,United Kingdom,45-54,Family,16-10-2024
648,Female,India,55+,Solo,14-12-2023
649,Female,Japan,35-44,Couple,22-01-2024
650,Male,Brazil,25-34,Business,28-04-2023
651,Female,China,25-34,Solo,28-12-2021
652,Female,Brazil,35-44,Business,01-12-2020
653,Male,Germany,35-44,Business,08-04-2023
654,Female,New Zealand,18-24,Family,02-02-2024
655,Other,Russia,25-34,Business,06-01-2022
656,Female,Argentina,25-34,Couple,26-10-2020
657,Other,United States,25-34,Couple,14-01-2021
658,Female,Spain,45-54,Business,01-06-2022
659,Other,United States,45-54,Family,05-05-2024
660,Male,Egypt,35-44,Solo,16-04-2025
661,Male,India,25-34,Couple,06-06-2021
662,Male,Canada,35-44,Couple,20-04-2025
663,Female,United Kingdom,18-24,Business,29-01-2022
664,Male,South Africa,18-24,Couple,17-10-2024
665,Female,Italy,35-44,Couple,26-02-2022
666,Male,United Kingdom,25-34,Family,08-09-2021
667,Male,United Kingdom,55+,Solo,20-04-2024
668,Other,Italy,25-34,Solo,05-04-2024
669,Male,China,18-24,Family,21-05-2023
670,Other,Spain,25-34,Family,28-09-2020
671,Male,United States,25-34,Couple,09-04-2023
672,Female,Germany,45-54,Family,15-08-2023
673,Male,United Kingdom,55+,Business,18-02-2025
674,Female,Turkey,35-44,Business,26-11-2022
675,Other,Brazil,25-34,Couple,24-10-2021
676,Male,United Arab Emirates,45-54,Couple,03-03-2023
677,Male,Spain,55+,Couple,19-03-2024
678,Female,Japan,35-44,Business,06-04-2021
679,Female,Australia,35-44,Family,19-10-2021
680,Female,Thailand,35-44,Couple,14-08-2020
681,Female,Netherlands,25-34,Couple,29-06-2023
682,Female,United States,45-54,Business,04-11-2021
683,Female,Turkey,35-44,Solo,19-11-2022
684,Female,South Korea,25-34,Solo,08-11-2023
685,Female,South Korea,45-54,Solo,30-07-2022
686,Male,United Kingdom,35-44,Solo,05-04-2024
687,Female,Brazil,55+,Couple,03-07-2024
688,Female,South Africa,45-54,Couple,27-09-2022
689,Female,United States,18-24,Solo,26-06-2022
690,Male,United States,25-34,Family,01-10-2024
691,Male,Russia,25-34,Couple,31-12-2021
692,Male,China,25-34,Couple,08-04-2022
693,Male,Japan,45-54,Family,08-10-2022
694,Male,Brazil,25-34,Couple,11-11-2021
695,Other,United States,45-54,Couple,26-02-2023
696,Female,Germany,55+,Business,03-11-2021
697,Other,United States,25-34,Business,23-11-2024
698,Male,United States,35-44,Couple,06-09-2020
699,Female,Japan,18-24,Family,20-06-2023
700,Male,China,25-34,Solo,31-07-2024
701,Male,United States,35-44,Family,09-12-2021
702,Male,Germany,18-24,Couple,03-06-2024
703,Female,United Kingdom,25-34,Couple,29-11-2020
704,Female,Netherlands,25-34,Couple,09-08-2023
705,Female,Turkey,25-34,Couple,14-04-2025
706,Female,Germany,45-54,Business,30-03-2021
707,Male,China,25-34,Family,29-12-2021
708,Female,Netherlands,35-44,Couple,30-07-2021
709,Male,Singapore,25-34,Solo,26-02-2025
710,Other,United Kingdom,18-24,Couple,02-02-2023
711,Female,Canada,25-34,Solo,07-09-2022
712,Other,Germany,35-44,Couple,14-10-2023
713,Female,Germany,45-54,Solo,21-06-2022
714,Male,United Kingdom,45-54,Business,17-05-2021
715,Male,India,25-34,Family,16-11-2024
716,Male,Thailand,35-44,Couple,07-02-2022
717,Male,Australia,35-44,Couple,24-06-2024
718,Male,New Zealand,55+,Couple,05-02-2024
719,Female,China,25-34,Family,24-04-2021
720,Male,Australia,25-34,Couple,11-10-2024
721,Male,France,55+,Family,27-01-2024
722,Female,South Korea,35-44,Family,25-05-2022
723,Male,United States,18-24,Business,01-09-2024
724,Male,United States,35-44,Business,09-04-2022
725,Male,Russia,25-34,Family,13-07-2023
726,Male,United States,25-34,Couple,03-02-2024
727,Male,Canada,35-44,Solo,05-03-2024
728,Male,United Arab Emirates,35-44,Couple,22-06-2022
729,Male,Egypt,55+,Couple,16-11-2022
730,Female,United States,25-34,Couple,28-07-2023
731,Female,Netherlands,35-44,Solo,14-04-2024
732,Female,France,35-44,Business,23-03-2021
733,Female,Japan,35-44,Family,05-07-2021
734,Male,Japan,35-44,Couple,20-11-2021
735,Female,South Korea,45-54,Couple,31-05-2022
736,Female,United Kingdom,45-54,Solo,10-02-2024
737,Male,Canada,35-44,Business,14-03-2024
738,Male,Spain,55+,Couple,11-12-2022
739,Male,France,55+,Family,23-01-2025
740,Male,China,35-44,Family,20-08-2024
741,Male,United States,45-54,Couple,04-09-2020
742,Female,Egypt,25-34,Family,19-07-2024
743,Male,Italy,25-34,Couple,25-02-2024
744,Female,Russia,25-34,Couple,19-04-2023
745,Female,Egypt,25-34,Couple,09-05-2021
746,Other,India,25-34,Couple,06-09-2024
747,Female,United States,45-54,Family,04-02-2023
748,Male,China,35-44,Business,28-12-2021
749,Female,China,18-24,Business,01-11-2023
750,Other,Brazil,25-34,Family,06-04-2023
751,Male,Singapore,35-44,Solo,08-04-2025
752,Male,United States,55+,Couple,08-12-2021
753,Male,Argentina,35-44,Solo,11-10-2023
754,Other,United States,18-24,Couple,15-04-2025
755,Male,United States,25-34,Business,18-01-2025
756,Female,France,35-44,Couple,02-03-2021
757,Female,Canada,25-34,Business,08-09-2022
758,Female,United Arab Emirates,35-44,Couple,26-12-2024
759,Female,United States,35-44,Solo,11-01-2023
760,Male,Spain,25-34,Solo,28-10-2020
761,Female,Argentina,18-24,Solo,28-01-2024
762,Male,Italy,45-54,Solo,12-08-2021
763,Male,Spain,25-34,Solo,06-01-2024
764,Male,Mexico,35-44,Solo,02-04-2025
765,Female,United States,45-54,Couple,11-01-2021
766,Other,United States,25-34,Couple,25-10-2022
767,Male,United Arab Emirates,45-54,Couple,20-01-2022
768,Male,United Kingdom,45-54,Couple,23-05-2024
769,Female,South Korea,45-54,Business,03-01-2023
770,Female,Netherlands,25-34,Family,18-10-2020
771,Other,Japan,35-44,Business,24-06-2024
772,Male,Russia,35-44,Couple,01-03-2022
773,Male,South Africa,35-44,Solo,16-04-2025
774,Male,Spain,35-44,Solo,18-01-2025
775,Female,United States,25-34,Solo,26-10-2021
776,Male,Argentina,25-34,Couple,09-01-2024
777,Male,Argentina,55+,Business,16-10-2020
778,Male,United Kingdom,18-24,Couple,01-08-2024
779,Other,New Zealand,25-34,Family,04-11-2024
780,Male,United States,25-34,Business,29-03-2025
781,Male,Brazil,45-54,Solo,27-02-2023
782,Male,United States,35-44,Couple,02-09-2021
783,Female,United Kingdom,35-44,Couple,03-04-2024
784,Female,United States,18-24,Family,18-01-2025
785,Other,United States,25-34,Family,14-06-2022
786,Female,Germany,45-54,Solo,08-02-2024
787,Female,France,25-34,Family,02-10-2023
788,Female,United States,45-54,Business,20-04-2023
789,Male,France,25-34,Family,14-01-2024
790,Female,United States,25-34,Couple,02-11-2021
791,Other,Canada,25-34,Business,29-05-2023
792,Male,United Kingdom,45-54,Family,15-01-2025
793,Male,Germany,45-54,Solo,31-08-2023
794,Male,India,18-24,Couple,10-12-2023
795,Male,Japan,35-44,Couple,22-04-2025
796,Male,Japan,55+,Couple,01-07-2022
797,Male,China,35-44,Couple,04-09-2020
798,Other,Brazil,18-24,Couple,05-07-2024
799,Male,China,18-24,Solo,20-08-2024
800,Male,United States,25-34,Solo,19-09-2024
801,Other,United Arab Emirates,45-54,Couple,30-08-2021
802,Female,Brazil,25-34,Family,24-09-2020
803,Female,Brazil,35-44,Solo,02-06-2024
804,Female,Netherlands,55+,Family,27-08-2022
805,Male,Canada,35-44,Family,23-08-2022
806,Female,Canada,35-44,Solo,08-07-2025
807,Male,Russia,35-44,Business,08-09-2024
808,Female,Australia,25-34,Couple,10-05-2024
809,Male,India,18-24,Family,11-10-2024
810,Male,Germany,25-34,Business,30-06-2025
811,Male,United Kingdom,18-24,Business,06-11-2022
812,Other,Japan,25-34,Solo,20-05-2022
813,Male,Australia,55+,Couple,03-02-2022
814,Female,United States,35-44,Couple,26-09-2024
815,Male,China,45-54,Family,23-06-2023
816,Female,Australia,18-24,Business,13-08-2022
817,Female,Germany,55+,Family,02-06-2025
818,Male,Japan,45-54,Couple,02-02-2024
819,Male,Spain,45-54,Couple,06-09-2020
820,Female,France,55+,Couple,14-01-2025
821,Female,China,45-54,Family,05-07-2022
822,Male,United States,25-34,Family,21-07-2022
823,Male,India,35-44,Couple,25-10-2021
824,Other,Japan,25-34,Family,05-06-2021
825,Male,Brazil,35-44,Solo,17-02-2024
826,Female,Turkey,55+,Couple,31-12-2020
827,Male,France,35-44,Solo,27-07-2022
828,Male,Turkey,25-34,Couple,11-04-2024
829,Other,New Zealand,25-34,Family,08-07-2025
830,Male,China,25-34,Business,05-12-2021
831,Female,United Kingdom,25-34,Couple,26-01-2024
832,Male,Germany,25-34,Couple,04-12-2022
833,Female,Germany,18-24,Business,10-03-2023
834,Female,China,25-34,Solo,01-04-2022
835,Female,United States,25-34,Family,12-02-2022
836,Male,United States,45-54,Business,27-01-2023
837,Male,Australia,35-44,Couple,19-08-2022
838,Female,Nigeria,35-44,Solo,15-01-2025
839,Female,Russia,45-54,Couple,20-03-2024
840,Female,France,18-24,Solo,25-11-2020
841,Other,Canada,25-34,Business,04-11-2023
842,Female,France,25-34,Couple,06-10-2021
843,Male,United States,25-34,Couple,08-08-2021
844,Male,China,25-34,Family,20-10-2023
845,Female,Germany,45-54,Business,21-02-2023
846,Female,France,45-54,Business,01-04-2025
847,Female,Turkey,18-24,Couple,16-10-2023
848,Female,United States,25-34,Couple,14-12-2022
849,Female,United States,25-34,Couple,07-04-2024
850,Female,France,35-44,Solo,05-11-2022
851,Male,United Kingdom,35-44,Business,11-01-2024
852,Male,United States,35-44,Family,27-05-2023
853,Male,Turkey,45-54,Family,09-04-2022
854,Female,South Africa,45-54,Couple,18-06-2024
855,Female,United Kingdom,25-34,Solo,08-04-2021
856,Female,Russia,45-54,Family,01-03-2023
857,Male,United States,25-34,Business,04-02-2024
858,Female,Spain,25-34,Solo,04-07-2022
859,Male,South Korea,35-44,Business,16-04-2023
860,Male,United Kingdom,25-34,Business,09-03-2023
861,Male,Brazil,25-34,Couple,21-12-2021
862,Male,Thailand,55+,Couple,18-11-2022
863,Male,China,35-44,Couple,24-06-2023
864,Female,Canada,25-34,Couple,29-03-2022
865,Male,Thailand,45-54,Solo,30-04-2025
866,Other,Thailand,18-24,Family,13-08-2023
867,Male,Canada,25-34,Solo,29-03-2022
868,Male,South Africa,55+,Family,15-05-2021
869,Male,Germany,25-34,Couple,21-01-2023
870,Male,France,18-24,Couple,10-09-2023
871,Male,New Zealand,25-34,Couple,07-07-2022
872,Male,Japan,25-34,Couple,15-11-2022
873,Female,Turkey,45-54,Family,15-06-2022
874,Other,United Arab Emirates,25-34,Business,18-09-2024
875,Male,France,18-24,Business,20-07-2022
876,Male,Nigeria,18-24,Family,20-02-2021
877,Male,United States,35-44,Family,22-01-2024
878,Other,Canada,18-24,Couple,29-11-2022
879,Female,Russia,35-44,Solo,11-05-2021
880,Male,Canada,45-54,Couple,14-10-2024
881,Female,United Kingdom,18-24,Family,17-01-2023
882,Male,New Zealand,45-54,Solo,25-12-2024
883,Female,Canada,35-44,Couple,17-10-2023
884,Female,Brazil,18-24,Family,19-03-2025
885,Female,United States,25-34,Business,15-01-2024
886,Other,United States,18-24,Couple,03-07-2024
887,Female,United Kingdom,45-54,Business,20-02-2022
888,Other,Italy,25-34,Family,01-03-2024
889,Female,Italy,55+,Family,06-09-2022
890,Male,France,25-34,Couple,13-09-2023
891,Male,Italy,45-54,Solo,14-01-2023
892,Female,Germany,55+,Business,29-10-2024
893,Other,Australia,18-24,Couple,08-07-2021
894,Male,Canada,35-44,Couple,08-06-2022
895,Female,United States,25-34,Business,15-08-2021
896,Female,Germany,45-54,Business,11-10-2021
897,Male,Canada,45-54,Business,01-05-2025
898,Female,Germany,35-44,Couple,29-08-2020
899,Male,China,25-34,Business,24-03-2021
900,Male,Japan,35-44,Family,05-08-2021
901,Female,United Kingdom,25-34,Couple,12-12-2024
902,Male,China,25-34,Family,09-09-2022
903,Male,United Kingdom,35-44,Couple,15-05-2025
904,Male,United States,45-54,Couple,08-05-2024
905,Male,Nigeria,25-34,Business,14-07-2024
906,Other,Brazil,35-44,Business,25-07-2022
907,Female,Mexico,45-54,Couple,04-03-2024
908,Male,United Arab Emirates,18-24,Business,17-11-2023
909,Male,France,45-54,Couple,29-10-2023
910,Female,Japan,35-44,Solo,06-10-2023
911,Male,United Kingdom,25-34,Solo,22-01-2021
912,Female,Argentina,45-54,Business,25-09-2023
913,Male,Turkey,45-54,Couple,12-05-2022
914,Male,New Zealand,25-34,Family,01-05-2021
915,Female,United Arab Emirates,25-34,Family,14-10-2022
916,Male,United Kingdom,55+,Couple,31-01-2022
917,Other,Germany,35-44,Family,01-12-2024
918,Male,Italy,35-44,Couple,22-09-2022
919,Female,South Korea,35-44,Couple,27-11-2024
920,Female,Spain,25-34,Family,28-04-2024
921,Female,France,25-34,Couple,09-12-2023
922,Female,Canada,25-34,Couple,05-11-2020
923,Male,South Korea,25-34,Couple,03-11-2023
924,Female,South Africa,25-34,Couple,26-09-2023
925,Female,Australia,35-44,Couple,06-02-2022
926,Male,Nigeria,25-34,Couple,23-09-2021
927,Male,Brazil,35-44,Solo,27-10-2023
928,Male,Germany,25-34,Family,25-10-2023
929,Female,China,45-54,Business,26-01-2024
930,Female,Nigeria,35-44,Family,25-11-2023
931,Male,Netherlands,25-34,Solo,05-06-2024
932,Female,India,18-24,Couple,25-01-2021
933,Male,United States,18-24,Solo,08-12-2023
934,Female,China,25-34,Business,03-09-2021
935,Male,Japan,35-44,Couple,16-01-2024
936,Male,Egypt,25-34,Couple,29-05-2021
937,Female,Singapore,25-34,Business,14-09-2024
938,Male,United States,25-34,Couple,23-12-2023
939,Female,United Arab Emirates,35-44,Couple,30-08-2024
940,Female,United Kingdom,25-34,Business,19-06-2024
941,Female,United Arab Emirates,35-44,Family,12-12-2024
942,Female,India,35-44,Couple,21-05-2023
943,Male,United Kingdom,35-44,Family,07-10-2020
944,Female,Spain,45-54,Family,18-02-2021
945,Male,United States,25-34,Couple,15-05-2023
946,Male,United States,45-54,Couple,23-02-2024
947,Female,Spain,18-24,Family,17-04-2022
948,Female,Spain,25-34,Solo,15-05-2024
949,Male,United States,18-24,Family,21-10-2023
950,Male,Singapore,45-54,Solo,30-11-2020
951,Male,United States,55+,Business,21-02-2021
952,Male,Canada,55+,Solo,30-06-2022
953,Male,France,35-44,Family,20-07-2025
954,Male,Brazil,25-34,Couple,26-12-2024
955,Female,United States,35-44,Couple,27-03-2022
956,Male,Germany,25-34,Couple,06-05-2023
957,Female,Singapore,45-54,Couple,18-05-2024
958,Female,South Korea,18-24,Couple,08-01-2022
959,Male,Australia,25-34,Business,03-11-2024
960,Male,Russia,55+,Business,14-08-2022
961,Female,Germany,55+,Family,02-12-2023
962,Female,United States,45-54,Family,14-09-2023
963,Female,United Kingdom,55+,Solo,23-03-2023
964,Male,United States,35-44,Family,25-12-2021
965,Female,France,35-44,Couple,02-07-2024
966,Female,United Kingdom,25-34,Family,25-01-2022
967,Female,South Korea,25-34,Couple,08-07-2021
968,Female,Germany,35-44,Solo,18-10-2023
969,Male,United States,25-34,Solo,25-11-2022
970,Male,Canada,35-44,Business,16-04-2024
971,Female,United States,18-24,Business,25-06-2025
972,Female,Germany,35-44,Couple,07-11-2022
973,Male,United Kingdom,45-54,Business,12-10-2024
974,Female,United States,35-44,Family,15-12-2023
975,Other,United States,25-34,Couple,30-03-2024
976,Female,United Kingdom,35-44,Solo,08-06-2025
977,Female,United Kingdom,18-24,Couple,09-06-2022
978,Male,China,25-34,Solo,24-01-2021
979,Male,Japan,35-44,Family,06-12-2020
980,Male,United States,55+,Family,30-07-2025
981,Female,Canada,25-34,Couple,10-10-2023
982,Other,Egypt,25-34,Business,19-05-2023
983,Female,Netherlands,45-54,Business,06-04-2023
984,Female,Russia,25-34,Family,09-04-2023
985,Female,United Arab Emirates,35-44,Couple,15-11-2020
986,Female,United States,35-44,Couple,05-06-2022
987,Other,Germany,25-34,Solo,07-08-2024
988,Other,Brazil,35-44,Business,27-12-2020
989,Female,France,18-24,Solo,02-06-2021
990,Female,Germany,45-54,Solo,06-05-2022
991,Male,France,25-34,Business,13-09-2022
992,Male,United States,18-24,Family,10-10-2023
993,Male,United States,25-34,Couple,17-05-2024
994,Male,United States,25-34,Family,20-01-2025
995,Male,Brazil,55+,Family,15-01-2025
996,Other,United Kingdom,18-24,Solo,12-12-2021
997,Female,Japan,35-44,Solo,14-04-2021
998,Other,United Kingdom,55+,Business,11-09-2020
999,Female,United Kingdom,55+,Couple,11-04-2022
1000,Male,United Kingdom,25-34,Couple,12-09-2024
1001,Male,France,35-44,Solo,02-11-2024
1002,Female,Australia,25-34,Couple,15-04-2023
1003,Female,Germany,25-34,Couple,28-01-2021
1004,Male,South Korea,18-24,Business,26-11-2023
1005,Male,South Korea,25-34,Family,23-05-2025
1006,Female,New Zealand,55+,Family,03-05-2024
1007,Female,France,18-24,Business,25-12-2021
1008,Male,South Africa,25-34,Business,16-05-2023
1009,Male,Canada,35-44,Solo,20-06-2024
1010,Other,Spain,18-24,Couple,21-11-2023
1011,Male,United Kingdom,25-34,Solo,25-01-2024
1012,Other,United States,55+,Business,10-08-2020
1013,Other,France,35-44,Couple,25-06-2022
1014,Male,Brazil,35-44,Couple,04-05-2022
1015,Male,New Zealand,25-34,Couple,16-08-2021
1016,Female,United Kingdom,35-44,Couple,06-04-2023
1017,Female,United Arab Emirates,45-54,Family,10-07-2025
1018,Female,China,35-44,Family,31-12-2024
1019,Male,Turkey,25-34,Business,14-02-2025
1020,Female,Netherlands,25-34,Solo,29-06-2025
1021,Male,United Arab Emirates,45-54,Couple,09-09-2020
1022,Male,United States,35-44,Family,29-08-2023
1023,Female,Spain,45-54,Business,08-11-2022
1024,Female,China,25-34,Business,17-12-2020
1025,Male,United States,25-34,Solo,21-08-2024
1026,Female,Netherlands,35-44,Couple,08-08-2023
1027,Male,Australia,35-44,Couple,12-11-2024
1028,Female,Italy,55+,Solo,19-12-2021
1029,Other,India,25-34,Solo,06-11-2021
1030,Male,United Kingdom,35-44,Couple,02-11-2021
1031,Female,Japan,35-44,Couple,09-11-2022
1032,Other,France,25-34,Family,13-06-2025
1033,Female,Brazil,25-34,Couple,08-02-2023
1034,Other,China,45-54,Solo,27-01-2021
1035,Female,United States,35-44,Family,20-02-2024
1036,Female,Russia,45-54,Family,06-05-2024
1037,Female,Canada,35-44,Couple,17-04-2024
1038,Male,United States,55+,Solo,23-10-2022
1039,Male,United States,45-54,Family,28-11-2020
1040,Male,South Africa,45-54,Couple,17-10-2023
1041,Female,China,18-24,Family,19-05-2025
1042,Male,Argentina,18-24,Solo,22-03-2023
1043,Female,Brazil,35-44,Couple,03-03-2024
1044,Other,United States,45-54,Couple,06-08-2021
1045,Male,Japan,35-44,Business,13-07-2024
1046,Other,United States,18-24,Solo,07-08-2021
1047,Female,Brazil,25-34,Couple,29-08-2023
1048,Male,India,25-34,Business,04-01-2021
1049,Male,United Kingdom,25-34,Solo,22-01-2025
1050,Female,United States,45-54,Family,29-03-2021
1051,Female,United Kingdom,35-44,Solo,07-01-2023
1052,Male,United Kingdom,35-44,Solo,24-01-2025
1053,Male,Canada,35-44,Business,02-12-2020
1054,Female,Germany,18-24,Family,03-02-2021
1055,Female,Germany,45-54,Family,22-12-2022
1056,Male,Italy,25-34,Solo,19-04-2025
1057,Female,United States,55+,Couple,04-04-2025
1058,Female,South Korea,25-34,Family,27-10-2024
1059,Male,Thailand,35-44,Couple,19-06-2022
1060,Other,United Kingdom,45-54,Family,02-04-2024
1061,Female,Japan,35-44,Solo,06-02-2022
1062,Female,India,35-44,Solo,29-03-2021
1063,Other,United Kingdom,45-54,Solo,24-07-2025
1064,Female,Argentina,35-44,Family,14-09-2020
1065,Female,United States,25-34,Family,14-10-2023
1066,Female,United Kingdom,18-24,Couple,30-05-2022
1067,Male,Canada,25-34,Couple,19-08-2022
1068,Male,United Arab Emirates,35-44,Family,30-10-2020
1069,Female,Brazil,35-44,Couple,27-01-2024
1070,Female,Russia,25-34,Business,12-07-2023
1071,Female,France,55+,Couple,03-12-2022
1072,Female,Canada,35-44,Solo,09-10-2023
1073,Male,Canada,35-44,Business,28-11-2024
1074,Male,Japan,18-24,Family,12-12-2021
1075,Male,Germany,35-44,Solo,21-03-2021
1076,Female,Mexico,55+,Couple,01-06-2021
1077,Male,United States,35-44,Couple,21-07-2021
1078,Male,United Arab Emirates,35-44,Couple,02-08-2021
1079,Male,Brazil,45-54,Couple,20-07-2022
1080,Male,Italy,25-34,Business,09-02-2025
1081,Female,Germany,45-54,Solo,06-09-2020
1082,Male,France,55+,Business,08-07-2025
1083,Male,United States,35-44,Couple,30-04-2021
1084,Female,Canada,45-54,Solo,11-08-2024
1085,Female,France,35-44,Couple,05-06-2025
1086,Female,United States,25-34,Couple,17-01-2023
1087,Female,United States,55+,Business,31-08-2024
1088,Other,Australia,35-44,Business,11-05-2024
1089,Other,Russia,25-34,Solo,24-03-2023
1090,Other,Spain,35-44,Business,04-07-2024
1091,Female,India,25-34,Business,07-05-2024
1092,Female,Mexico,25-34,Business,25-02-2021
1093,Male,Spain,35-44,Couple,17-02-2025
1094,Other,United States,25-34,Couple,17-12-2024
1095,Female,Argentina,25-34,Solo,14-10-2023
1096,Female,Spain,45-54,Family,11-12-2020
1097,Female,Japan,25-34,Couple,27-08-2023
1098,Female,Canada,35-44,Family,26-01-2024
1099,Male,Germany,45-54,Solo,05-10-2021
1100,Male,Germany,45-54,Couple,09-06-2021
1101,Female,Argentina,25-34,Couple,04-06-2025
1102,Male,China,25-34,Family,28-03-2021
1103,Male,United States,25-34,Solo,05-08-2025
1104,Female,United States,35-44,Couple,15-02-2025
1105,Female,Germany,25-34,Family,23-11-2024
1106,Female,Spain,25-34,Couple,07-04-2023
1107,Female,France,35-44,Family,01-03-2023
1108,Female,Argentina,25-34,Family,21-03-2024
1109,Female,South Africa,18-24,Couple,06-11-2022
1110,Female,Thailand,25-34,Couple,15-08-2020
1111,Male,United Kingdom,25-34,Couple,24-12-2024
1112,Male,Japan,18-24,Business,19-12-2022
1113,Male,United Kingdom,35-44,Family,09-08-2022
1114,Male,Germany,25-34,Family,26-08-2021
1115,Male,Thailand,35-44,Family,25-01-2025
1116,Male,France,35-44,Couple,30-06-2021
1117,Female,Japan,45-54,Couple,12-01-2024
1118,Female,United States,25-34,Couple,18-06-2023
1119,Male,Nigeria,35-44,Family,12-03-2024
1120,Male,Argentina,35-44,Couple,30-12-2024
1121,Female,New Zealand,55+,Solo,23-08-2020
1122,Female,United Kingdom,35-44,Solo,23-08-2024
1123,Female,Brazil,45-54,Family,03-07-2023
1124,Male,Germany,25-34,Couple,07-02-2025
1125,Female,South Korea,35-44,Solo,14-08-2024
1126,Female,France,35-44,Family,07-10-2023
1127,Female,France,25-34,Business,07-03-2021
1128,Male,Germany,18-24,Couple,21-02-2023
1129,Female,Spain,18-24,Family,26-10-2021
1130,Male,Egypt,18-24,Solo,10-10-2023
1131,Male,Spain,18-24,Solo,22-12-2023
1132,Other,United Kingdom,25-34,Couple,25-03-2023
1133,Female,Netherlands,35-44,Couple,11-10-2021
1134,Female,Italy,18-24,Couple,28-02-2022
1135,Male,Canada,45-54,Couple,04-12-2020
1136,Female,Brazil,35-44,Couple,20-04-2023
1137,Male,Nigeria,25-34,Business,04-06-2025
1138,Female,Canada,25-34,Solo,04-05-2022
1139,Male,China,45-54,Family,19-04-2023
1140,Male,Canada,25-34,Family,26-07-2022
1141,Male,Canada,35-44,Couple,29-09-2024
1142,Male,Germany,35-44,Family,06-09-2021
1143,Male,Australia,18-24,Family,12-12-2024
1144,Female,United States,25-34,Family,29-10-2024
1145,Female,United States,45-54,Solo,15-10-2023
1146,Other,United Kingdom,35-44,Business,06-10-2021
1147,Male,New Zealand,18-24,Solo,05-09-2020
1148,Female,Spain,18-24,Family,26-09-2022
1149,Other,Canada,35-44,Business,28-10-2022
1150,Female,Germany,25-34,Couple,16-01-2024
1151,Male,United Kingdom,45-54,Solo,03-06-2022
1152,Female,France,45-54,Business,20-12-2023
1153,Other,Spain,25-34,Couple,18-05-2023
1154,Male,France,25-34,Solo,19-06-2022
1155,Male,United States,35-44,Solo,21-09-2023
1156,Female,Germany,25-34,Solo,24-08-2022
1157,Male,Germany,45-54,Family,12-06-2025
1158,Male,Thailand,25-34,Couple,22-03-2023
1159,Female,Japan,35-44,Family,27-11-2022
1160,Female,Japan,35-44,Couple,01-07-2024
1161,Female,United States,25-34,Couple,07-06-2024
1162,Female,United States,25-34,Couple,23-08-2021
1163,Male,South Korea,45-54,Couple,09-12-2020
1164,Female,Germany,55+,Couple,20-03-2024
1165,Female,Germany,35-44,Family,13-08-2023
1166,Male,United States,18-24,Family,07-12-2022
1167,Female,Brazil,35-44,Business,07-12-2022
